Blockchain Address,Number of Shares Not Yet Claimed on Blockchain,Registration,Email,Date of Birth / Organization,Address,Address Extra,City,State,Postal Code,Country,Onboarded Date,Issue Date of Security,Cancellation Date of Security,"Dividends ('n/a', 'Reinvested: auto', 'Reinvested: manual', 'Cash: direct deposit', 'Cash: virtual card', 'notOnboard/unresponsive')",Restricted Shares Notes
GDSDOWDG3YFU5XQ7AILHWKFZHG26P55D7MGGZNV5RDNEGIEMAIQKUVL4,,Institution 172,real_email_for_shareholder_communication@gmx.com,7/12/1978,315 Georgia Tech Sta,542 Ferst Dr,Atlanta,GA,30524,USA,7/11/2000,,,,
GCA6ZGEH7DY7QB2OKAY6F7A7TKEEKKLWDU7W5E2PSNIWHCLLRUDWXEXD,,Institution 173,real_email_for_shareholder_communication@gmx.com,7/13/1978,316 Georgia Tech Sta,543 Ferst Dr,Atlanta,GA,30525,USA,7/12/2000,,,,
GCKVG5FCEDQGLGZLSZAFNAVNHQSISWTGNI5I2IPNZJ6G673ONQCT6JZI,,Institution 174,real_email_for_shareholder_communication@gmx.com,7/14/1978,317 Georgia Tech Sta,544 Ferst Dr,Atlanta,GA,30526,USA,7/13/2000,,,,
GD56IZEVTZ24HJCPAOEWKIBU27EFSEDVQTVK74TCOW3FABRZ2U4INRTS,,Institution 175,real_email_for_shareholder_communication@gmx.com,7/15/1978,318 Georgia Tech Sta,545 Ferst Dr,Atlanta,GA,30527,USA,7/14/2000,,,,
GCG22DVOXRFZ6XDZNWQ4JK2KCVQR6T2P7JI67Q2PTCMG3PZRT6V3MKJE,,Institution 176,real_email_for_shareholder_communication@gmx.com,7/16/1978,319 Georgia Tech Sta,546 Ferst Dr,Atlanta,GA,30528,USA,7/15/2000,,,,
GDGEQG2VLBCJNEXURUNFHUHFRRJ7XZJ67BB2YP2NXW5QIHJ3FHTEE37W,,Institution 177,real_email_for_shareholder_communication@gmx.com,7/17/1978,320 Georgia Tech Sta,547 Ferst Dr,Atlanta,GA,30529,USA,7/16/2000,,,,
GCVCXDLDA3KVQPE2H4YT44LAZAJGKJPMLBBA4ZOXZU64MJHL5BELH6ZK,,Institution 178,real_email_for_shareholder_communication@gmx.com,7/18/1978,321 Georgia Tech Sta,548 Ferst Dr,Atlanta,GA,30530,USA,7/17/2000,,,,
GABAGAG3KWR6SLIZHBABEG375HO6J7FH7EQWYUGHA65MGHST4UL7IPOM,,Institution 179,real_email_for_shareholder_communication@gmx.com,7/19/1978,322 Georgia Tech Sta,549 Ferst Dr,Atlanta,GA,30531,USA,7/18/2000,,,,
GDBIKI7A675ECY5PRKZUVJUSAJI5VQVNCXXROCLCMREB7FQE6I2HCDWQ,,Institution 180,real_email_for_shareholder_communication@gmx.com,7/20/1978,323 Georgia Tech Sta,550 Ferst Dr,Atlanta,GA,30532,USA,7/19/2000,,,,
GBGVQPJW36U3DCYKYEZQXEHVBYEKKMIN45ZJOFBB4HSCX6XJUSSFLHCG,,Institution 181,real_email_for_shareholder_communication@gmx.com,7/21/1978,324 Georgia Tech Sta,551 Ferst Dr,Atlanta,GA,30533,USA,7/20/2000,,,,
GCGDRAAIZQ45W3266SVWFVNWXCHTTBGU7WH4OCBOWOCBYPPTWEUX3VHD,,Institution 182,real_email_for_shareholder_communication@gmx.com,7/22/1978,325 Georgia Tech Sta,552 Ferst Dr,Atlanta,GA,30534,USA,7/21/2000,,,,
GAFRSBPBSYPRWPEDQKZ3SAU4FGW7CWM2A4Q3Y2C3LHMHL7ZCC6ZP2JL4,,Institution 183,real_email_for_shareholder_communication@gmx.com,7/23/1978,326 Georgia Tech Sta,553 Ferst Dr,Atlanta,GA,30535,USA,7/22/2000,,,,
GAHZ5IOJWNM7OT77TXQNQ5GEBCKX4IV2LZX6XGX3G7SOBJYXAVD2MLJP,,Institution 184,real_email_for_shareholder_communication@gmx.com,7/24/1978,327 Georgia Tech Sta,554 Ferst Dr,Atlanta,GA,30536,USA,7/23/2000,,,,
GCXFYNST6N4QSYIGPRA5JMG7PN6UWGVTKZEYC2V6NVQFGJNUB3M3L4ZZ,,Institution 185,real_email_for_shareholder_communication@gmx.com,7/25/1978,328 Georgia Tech Sta,555 Ferst Dr,Atlanta,GA,30537,USA,7/24/2000,,,,
GCTMVDMIUCF5QIDOS4UHNVHJRRR43AW5GA47BFQXL6A6IIGKA7MWXKHO,,Institution 186,real_email_for_shareholder_communication@gmx.com,7/26/1978,329 Georgia Tech Sta,556 Ferst Dr,Atlanta,GA,30538,USA,7/25/2000,,,,
GAQBGKD4HNLWBEDWJHWZIMD5SA737MH2NN5W2Q67MWLWXM4ZYAUAKM3Z,,Institution 187,real_email_for_shareholder_communication@gmx.com,7/27/1978,330 Georgia Tech Sta,557 Ferst Dr,Atlanta,GA,30539,USA,7/26/2000,,,,
GASQGU7EDNR55LLVQGL3NVWCOMXGKZUM5IR4KVPAGCWAZQB7L65KAS6E,,Institution 188,real_email_for_shareholder_communication@gmx.com,7/28/1978,331 Georgia Tech Sta,558 Ferst Dr,Atlanta,GA,30540,USA,7/27/2000,,,,
GD7ZXCBSBIJ2V2UFCFI6GPERWE4Z24XIHOXK6IETF2X7BT6Y2MRA7ZLK,,Institution 189,real_email_for_shareholder_communication@gmx.com,7/29/1978,332 Georgia Tech Sta,559 Ferst Dr,Atlanta,GA,30541,USA,7/28/2000,,,,
GAWXM72MSTW2M7T542XZRCBCBQ4J34XK6ODCYKRLMKXEJNIJFSCFL2O6,,Institution 190,real_email_for_shareholder_communication@gmx.com,7/30/1978,333 Georgia Tech Sta,560 Ferst Dr,Atlanta,GA,30542,USA,7/29/2000,,,,
GDVAZSJLRCV43VTD3A326VARUKWMD3UBXC5JBUDO3IJKN6IH72YXJMLA,,Institution 191,real_email_for_shareholder_communication@gmx.com,7/31/1978,334 Georgia Tech Sta,561 Ferst Dr,Atlanta,GA,30543,USA,7/30/2000,,,,
GDLEYLF2A6PNKP34UZUCABBQ6IPMKPSQ4T2XXG7IQTSV7B7KI226LQVU,,Institution 192,real_email_for_shareholder_communication@gmx.com,8/1/1978,335 Georgia Tech Sta,562 Ferst Dr,Atlanta,GA,30544,USA,7/31/2000,,,,
GD763X3BPBJFQNNI3M5ILT6DQGRDVXJPLVCYTE6V4IXD5DE435X3ABOX,,Institution 193,real_email_for_shareholder_communication@gmx.com,8/2/1978,336 Georgia Tech Sta,563 Ferst Dr,Atlanta,GA,30545,USA,8/1/2000,,,,
GCASLF3I7FYAOSPAZDFWEPY242OPRWBQFTUH2RVEPJCOTIAR5CMWCBMY,,Institution 194,real_email_for_shareholder_communication@gmx.com,8/3/1978,337 Georgia Tech Sta,564 Ferst Dr,Atlanta,GA,30546,USA,8/2/2000,,,,
GDLZXLWEFVEVK5TKGTWR7XYNRCXXNHFMMU5AANUHXMJJC7ZASRE63VZA,,Institution 195,real_email_for_shareholder_communication@gmx.com,8/4/1978,338 Georgia Tech Sta,565 Ferst Dr,Atlanta,GA,30547,USA,8/3/2000,,,,
GCROOUCLDU6GSGHA3L6OTE7L3SLCY3GXCQS7MA56NXROS6P2T5E7B6ZI,,Institution 196,real_email_for_shareholder_communication@gmx.com,8/5/1978,339 Georgia Tech Sta,566 Ferst Dr,Atlanta,GA,30548,USA,8/4/2000,,,,
GBOAGG4DGIE7LJ4PDUJ422QVJQ4BFM5GYIJZXMABIOL2B6U4UQ6MD5UA,,Institution 197,real_email_for_shareholder_communication@gmx.com,8/6/1978,340 Georgia Tech Sta,567 Ferst Dr,Atlanta,GA,30549,USA,8/5/2000,,,,
GBTP37J5G5STHYDULSDLCK4G24RKTYM5G7FWO537KW72RLLOEUGDEJS6,,Institution 198,real_email_for_shareholder_communication@gmx.com,8/7/1978,341 Georgia Tech Sta,568 Ferst Dr,Atlanta,GA,30550,USA,8/6/2000,,,,
GAWIRYV6TQ2U5MDXJ3IYGRNKFZIDEROXE4GBVZJH5X3DUKCDDBX3WR2U,,Institution 199,real_email_for_shareholder_communication@gmx.com,8/8/1978,342 Georgia Tech Sta,569 Ferst Dr,Atlanta,GA,30551,USA,8/7/2000,,,,
GAE2FGZ67UUQPQKQANGQBMWJ4GJ324QOFFKM7PMVBOZJXGLIAPITPE35,,Institution 200,real_email_for_shareholder_communication@gmx.com,8/9/1978,343 Georgia Tech Sta,570 Ferst Dr,Atlanta,GA,30552,USA,8/8/2000,,,,
GDZFIYH3I5SJ5ZWSGKUIWIMLCKV5QHOJTW7IRRIYL7X6AT6TZB23PQ7T,,Institution 201,real_email_for_shareholder_communication@gmx.com,8/10/1978,344 Georgia Tech Sta,571 Ferst Dr,Atlanta,GA,30553,USA,8/9/2000,,,,
GDBBJBQVEMJZIQCH5OOLEV5S2PCCVL6EH5R5XFCCBCK557GK5JBG5H4W,,Institution 202,real_email_for_shareholder_communication@gmx.com,8/11/1978,345 Georgia Tech Sta,572 Ferst Dr,Atlanta,GA,30554,USA,8/10/2000,,,,
GAAKNL2K5DGBPHKCC6APKEVVBRK4J5OEAMR22QWYKWVKHKMK6YLVRPEX,,Institution 203,real_email_for_shareholder_communication@gmx.com,8/12/1978,346 Georgia Tech Sta,573 Ferst Dr,Atlanta,GA,30555,USA,8/11/2000,,,,
GDF5AZZUFPCKUWP5DVTJ6HQQZKQD23A25S3QRFKZD6WQZQAV53EDD6HD,,Institution 204,real_email_for_shareholder_communication@gmx.com,8/13/1978,347 Georgia Tech Sta,574 Ferst Dr,Atlanta,GA,30556,USA,8/12/2000,,,,
GDU3BJ6V4DUJANMTAP75ZMKCSXLV4DTTKYR7KMBHO2D67DYMLR2PKVBH,,Institution 205,real_email_for_shareholder_communication@gmx.com,8/14/1978,348 Georgia Tech Sta,575 Ferst Dr,Atlanta,GA,30557,USA,8/13/2000,,,,
GCOJ4NIR5LKAMYU4BUPO6HKYPRZUQSSI2L3HSK3EUOPK3HOTSUJJABYF,,Institution 206,real_email_for_shareholder_communication@gmx.com,8/15/1978,349 Georgia Tech Sta,576 Ferst Dr,Atlanta,GA,30558,USA,8/14/2000,,,,
GAMU5TQFUMDGVKYQPPDCD2MKKUUWELSQAEKNNU4RFQCWFSRBPJA2MAGQ,,Institution 207,real_email_for_shareholder_communication@gmx.com,8/16/1978,350 Georgia Tech Sta,577 Ferst Dr,Atlanta,GA,30559,USA,8/15/2000,,,,
GB6WGDQF3I2BQ7LYAGFQVSTVWRGBGWKAE7W5MVTFDRVAUJU5ELUNVBRL,,Institution 208,real_email_for_shareholder_communication@gmx.com,8/17/1978,351 Georgia Tech Sta,578 Ferst Dr,Atlanta,GA,30560,USA,8/16/2000,,,,
GCHUAUKOJCCYYQPB6AZLSWCYRFROL6PHZQ52RM3EQWEGBUMURAFWUDSV,,Institution 209,real_email_for_shareholder_communication@gmx.com,8/18/1978,352 Georgia Tech Sta,579 Ferst Dr,Atlanta,GA,30561,USA,8/17/2000,,,,
GBGZYDZOQNM4LZCFHLXEPRGWKU5UYD4EWFE2HI4JC4S6WUZMC6Z64G4Y,,Institution 210,real_email_for_shareholder_communication@gmx.com,8/19/1978,353 Georgia Tech Sta,580 Ferst Dr,Atlanta,GA,30562,USA,8/18/2000,,,,
GDYRJ2IPM4QCMRBBSFSA3NHYXTUZJI7EHGG4RKZOG2JUNTPM366RD6K2,,Institution 211,real_email_for_shareholder_communication@gmx.com,8/20/1978,354 Georgia Tech Sta,581 Ferst Dr,Atlanta,GA,30563,USA,8/19/2000,,,,
GDQARLBODWZHL5OLLEY2XYE3O757H7DS6NJDUWZZZUYQCK6OB57ZO4JX,,Institution 212,real_email_for_shareholder_communication@gmx.com,8/21/1978,355 Georgia Tech Sta,582 Ferst Dr,Atlanta,GA,30564,USA,8/20/2000,,,,
GDTBAUGIAR7C6QDN6JKWESWN7ENIUADLWIHN6E5DVQSI6JS6LGVBXHBB,,CEO,real_email_for_shareholder_communication@gmx.com,8/22/1978,356 Georgia Tech Sta,583 Ferst Dr,Atlanta,GA,30565,USA,8/21/2000,,,,
GDI4QUYTIADWOETSUWD6B53IJCTD36KHRGGBA4Y7TFYC62MATNNTIEE5,,CFO,real_email_for_shareholder_communication@gmx.com,8/23/1978,357 Georgia Tech Sta,584 Ferst Dr,Atlanta,GA,30566,USA,8/22/2000,,,,
GCQR36IP5IOBPYD3NXEFR2FJC5DCAQHJIZFBUCZMA27BW3FAFXWSTUHN,,CIO,real_email_for_shareholder_communication@gmx.com,8/24/1978,358 Georgia Tech Sta,585 Ferst Dr,Atlanta,GA,30567,USA,8/23/2000,,,,
GBJRRWJVCIHKBLA2VRXJGFBBWKFP6OV6AMQKGN5N63NIIHN5T4XV5ZM4,,CISO ,real_email_for_shareholder_communication@gmx.com,8/25/1978,359 Georgia Tech Sta,586 Ferst Dr,Atlanta,GA,30568,USA,8/24/2000,,,,
GC3WSRWNAGZXUHWZ6LHQTZXDLD4O43READL5RUBRR24ZCJ2DTBGQ3262,,Big Manager 1,real_email_for_shareholder_communication@gmx.com,8/26/1978,360 Georgia Tech Sta,587 Ferst Dr,Atlanta,GA,30569,USA,8/25/2000,,,,
GASUU7YZMDCG6ZNOKAFGARHUZ4QDPI7M3NKOOF4OMM75FK33M7TIUJ7D,,Big Manager 2,real_email_for_shareholder_communication@gmx.com,8/27/1978,361 Georgia Tech Sta,588 Ferst Dr,Atlanta,GA,30570,USA,8/26/2000,,,,
GBNVQF7UMKNWRDUSXIEYDZED62QEZGQ6JVZMATJTFCB3AKYBNLJBDLSI,,Big Manager 3,real_email_for_shareholder_communication@gmx.com,8/28/1978,362 Georgia Tech Sta,589 Ferst Dr,Atlanta,GA,30571,USA,8/27/2000,,,,
GBNNMKFRZG2SIXHN5KFEY4MPU4M4D2SPHCIFAN4AKCBTZ6P72FMFKWRO,,Big Manager 4,real_email_for_shareholder_communication@gmx.com,8/29/1978,363 Georgia Tech Sta,590 Ferst Dr,Atlanta,GA,30572,USA,8/28/2000,,,,
GCWEY4FMFE3EJHN64ZJDFOWYFGBWMJ2KJX4KG25WC23PVEOCAP6EDLPD,,Big Manager 5,real_email_for_shareholder_communication@gmx.com,8/30/1978,364 Georgia Tech Sta,591 Ferst Dr,Atlanta,GA,30573,USA,8/29/2000,,,,
GDICZUVZMFLPC3WE7GY7CAZSQCSX5SKSU45ZK7HIRT4QHVQGR7L55XEL,,Big Manager 6,real_email_for_shareholder_communication@gmx.com,8/31/1978,365 Georgia Tech Sta,592 Ferst Dr,Atlanta,GA,30574,USA,8/30/2000,,,,
GAE5PV2IJOV55JITJWGDNLJU7NSPIDLY6MCONVHR4W3MI2MEEK5IJROK,,Big Manager 7,real_email_for_shareholder_communication@gmx.com,9/1/1978,366 Georgia Tech Sta,593 Ferst Dr,Atlanta,GA,30575,USA,8/31/2000,,,,
GBIDUO3ZN3FAOXMI4MZXJASZIV6RWIXXFEXTPV43PJPRJRZFJGPFDVF6,,Big Manager 8,real_email_for_shareholder_communication@gmx.com,9/2/1978,367 Georgia Tech Sta,594 Ferst Dr,Atlanta,GA,30576,USA,9/1/2000,,,,
